filter,id,slug,title,href,content_type,content_slug,property_name
Characters,616b34b4f2d1d492a01ad05b,hyper-rod,"""Hyper"" Rod",https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b34b7e840b492a01ad05b,quick-draw-quasar,"""Quick-Draw"" Quasar",https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b34bae19c8492a01ad05b,steel-claw-kane,"""Steel Claw"" Kane",https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b34b66ea8f492a01ad05b,the-trickster-flash-raktor,"""The Trickster"" Flash Raktor",https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b31bd480c1492a01ad05b,2br-ntb,2BR-NTB,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b29405ac17492a01ad05b,4-lom,4-LOM,https://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
Characters,616b30e9984af492a01ad05b,4d-m1n,4D-M1N,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b31f3538ff492a01ad05b,5-l,5-L,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b2941d64fd492a01ad05b,8d8,8D8,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b2303c9682492a01ad05b,aayla-secura,Aayla Secura,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b2303c9682492a01ad05b,aayla-secura,Aayla Secura,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b2303c9682492a01ad05b,aayla-secura,Aayla Secura,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b23109dba0492a01ad05b,adi-gallia,Adi Gallia,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b23109dba0492a01ad05b,adi-gallia,Adi Gallia,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b23109dba0492a01ad05b,adi-gallia,Adi Gallia,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b22cce243c492a01ad05b,admiral-ackbar,Admiral Ackbar,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b22cce243c492a01ad05b,admiral-ackbar,Admiral Ackbar,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b22cce243c492a01ad05b,admiral-ackbar,Admiral Ackbar,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b22cce243c492a01ad05b,admiral-ackbar,Admiral Ackbar,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b22da097f8492a01ad05b,admiral-coburn,Admiral Coburn,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2f2bcfc94492a01ad05b,admiral-garrick-versio,Admiral Garrick Versio,https://www.starwars.com/games-apps/star-wars-battlefront-ii,games-apps,star-wars-battlefront-ii,Star Wars Battlefront II
Characters,616b321a5c507492a01ad05b,admiral-griss,Admiral Griss,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b329743577492a01ad05b,admiral-karius,Admiral Karius,https://www.starwars.com/interactive/virtual-reality/vader-immortal-episode-i,interactive,virtual-reality,Vader Immortal: Episode I
Characters,616b329743577492a01ad05b,admiral-karius,Admiral Karius,https://www.starwars.com/interactive/virtual-reality/vader-immortal-episode-ii,interactive,virtual-reality,Vader Immortal: Episode II
Characters,616b329743577492a01ad05b,admiral-karius,Admiral Karius,https://www.starwars.com/interactive/virtual-reality/vader-immortal-episode-iii,interactive,virtual-reality,Vader Immortal: Episode III
Characters,616b29e86ca28492a01ad05b,admiral-kassius-konstantine,Admiral Kassius Konstantine,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b22dba29ea492a01ad05b,admiral-kilian,Admiral Kilian,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b22dd460f0492a01ad05b,admiral-motti,Admiral Motti,https://www.starwars.com/films/star-wars-episode-iv-a-new-hope,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
Characters,616b22e0e9a75492a01ad05b,admiral-ozzel,Admiral Ozzel,https://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
Characters,616b22f42e9cb492a01ad05b,admiral-piett,Admiral Piett,https://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,films,star-wars-episode-v-the-empire-strikes-back,Star Wars: The Empire Strikes Back (Episode V)
Characters,616b22f42e9cb492a01ad05b,admiral-piett,Admiral Piett,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b2eb65ad56492a01ad05b,admiral-raddus,Admiral Raddus,https://www.starwars.com/films/rogue-one,films,rogue-one,Rogue One: A Star Wars Story
Characters,616b2dead6b58492a01ad05b,admiral-statura,Admiral Statura,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b22f052926492a01ad05b,admiral-trench,Admiral Trench,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b34d1dc6eb492a01ad05b,ady-sun-zee,Ady Sun'Zee,,games-apps,star-wars-tales-from-the-galaxy-s-edge,Star Wars: Tales from the Galaxy’s Edge
Characters,616b304cde9e5492a01ad05b,aemon-gremm,Aemon Gremm,https://www.starwars.com/films/solo,films,solo,Solo: A Star Wars Story
Characters,616b31eec5b42492a01ad05b,aeosian-queen,Aeosian Queen,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b31ce1a6b1492a01ad05b,aftab-ackbar,Aftab Ackbar,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b2a5fb94b6492a01ad05b,agen-kolar,Agen Kolar,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b2a5fb94b6492a01ad05b,agen-kolar,Agen Kolar,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b2a5fb94b6492a01ad05b,agen-kolar,Agen Kolar,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2f2a5de09492a01ad05b,agent-del-meeko,Agent Del Meeko,https://www.starwars.com/games-apps/star-wars-battlefront-ii,games-apps,star-wars-battlefront-ii,Star Wars Battlefront II
Characters,616b2f28e2af6492a01ad05b,agent-gideon-hask,Agent Gideon Hask,https://www.starwars.com/games-apps/star-wars-battlefront-ii,games-apps,star-wars-battlefront-ii,Star Wars Battlefront II
Characters,616b314159307492a01ad05b,agent-tierny,Agent Tierny,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b22a5101d9492a01ad05b,ahsoka-tano,Ahsoka Tano,https://www.starwars.com/series/the-mandalorian,series,the-mandalorian,The Mandalorian
Characters,616b22a5101d9492a01ad05b,ahsoka-tano,Ahsoka Tano,https://www.starwars.com/series/the-book-of-boba-fett,series,the-book-of-boba-fett,The Book of Boba Fett
Characters,616b22a5101d9492a01ad05b,ahsoka-tano,Ahsoka Tano,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b22a5101d9492a01ad05b,ahsoka-tano,Ahsoka Tano,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b22a5101d9492a01ad05b,ahsoka-tano,Ahsoka Tano,https://www.starwars.com/series/tales-of-the-jedi,series,tales-of-the-jedi,Tales of the Jedi
Characters,616b22a5101d9492a01ad05b,ahsoka-tano,Ahsoka Tano,https://www.starwars.com/series/star-wars-ahsoka,series,star-wars-ahsoka,Ahsoka
Characters,616b37f0b4fd8492a01ad05b,ailish,Ailish,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b31c971bc4492a01ad05b,albrekh,Albrekh,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b2fa65bf71492a01ad05b,alcida-auka,Alcida-Auka,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b33ed06149492a01ad05b,alderaanian-royal-guards,Alderaanian Royal guards ,,,,
Characters,616b295df68e1492a01ad05b,alexsandr-kallus,Alexsandr Kallus,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2c4fbe46a492a01ad05b,alora,Alora,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2f03387d2492a01ad05b,alrich-wren,Alrich Wren,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2c1cc41d2492a01ad05b,alton-kastle,Alton Kastle,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b358b2a598492a01ad05b,amadeo-azzazzo,Amadeo Azzazzo,https://www.starwars.com/the-high-republic,,,Star Wars: The High Republic
Characters,616b29859541a492a01ad05b,amda-wabo,Amda Wabo,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2f36ad8a1492a01ad05b,amilyn-holdo,Amilyn Holdo,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b22e8b997a492a01ad05b,amis,Amis,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/series/obi-wan-kenobi,series,obi-wan-kenobi,Obi-Wan Kenobi
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/series/tales-of-the-jedi,series,tales-of-the-jedi,Tales of the Jedi
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,https://www.starwars.com/series/star-wars-ahsoka,series,star-wars-ahsoka,Ahsoka
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,,games-apps,galactic-spy,Galactic Spy
Characters,616b22adf8ab1492a01ad05b,anakin-skywalker,Anakin Skywalker,,games-apps,disney-infinity-3-0-character-quest,Disney Infinity 3.0 - Character Quest
Characters,616b2d7a63a63492a01ad05b,ap-5,AP-5,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2a54abc79492a01ad05b,appo,Appo,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b2a54abc79492a01ad05b,appo,Appo,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b3227fe8bf492a01ad05b,ap-lek,Ap’Lek,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b3227fe8bf492a01ad05b,ap-lek,Ap’Lek,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b2fa9d9350492a01ad05b,arashell-sar,Arashell Sar,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b230b2c0ac492a01ad05b,arc-trooper-fives,ARC Trooper Fives,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b329f1033f492a01ad05b,ardo-barodai,Ardo Barodai,https://www.starwars.com/games-apps/star-wars-squadrons,games-apps,star-wars-squadrons,Star Wars: Squadrons
Characters,616b307de6f54492a01ad05b,argus-six-eyes-panox,Argus “Six Eyes” Panox,https://www.starwars.com/films/solo,films,solo,Solo: A Star Wars Story
Characters,616b3449daea0492a01ad05b,arvel-skeen,Arvel Skeen,https://www.starwars.com/series/andor,series,andor,Andor
Characters,616b2329e24f9492a01ad05b,asajj-ventress,Asajj Ventress,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b2329e24f9492a01ad05b,asajj-ventress,Asajj Ventress,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2c6fd77d7492a01ad05b,ask-aak,Ask Aak,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b23163d780492a01ad05b,atai-molec,Atai Molec,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b2dd459b9d492a01ad05b,athgar-heece,Athgar Heece,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b30a8f759d492a01ad05b,aunt-z,Aunt Z,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b304e5f8b8492a01ad05b,aurodia-ventafoli,Aurodia Ventafoli,https://www.starwars.com/films/solo,films,solo,Solo: A Star Wars Story
Characters,616b26e370573492a01ad05b,aurra-sing,Aurra Sing,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b26e370573492a01ad05b,aurra-sing,Aurra Sing,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b325c60b8e492a01ad05b,avar-kriss,Avar Kriss,https://www.starwars.com/the-high-republic,,,Star Wars: The High Republic
Characters,616b35888c5bf492a01ad05b,avon-starros,Avon Starros,https://www.starwars.com/the-high-republic,,,Star Wars: The High Republic
Characters,616b31becb4ef492a01ad05b,ax-tagrin,Ax Tagrin,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b29dd727d9492a01ad05b,azi-3,AZI-3,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b29dd727d9492a01ad05b,azi-3,AZI-3,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b358ea336e492a01ad05b,azlin-rell,Azlin Rell,https://www.starwars.com/the-high-republic,,,Star Wars: The High Republic
Characters,616b29f8cbd89492a01ad05b,azmorigan,Azmorigan,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2b8c25d36492a01ad05b,b-u4d-buford,B-U4D (Buford),https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b31c7e6b4d492a01ad05b,b1,B1,https://www.starwars.com/series/star-wars-resistance,series,star-wars-resistance,Star Wars Resistance
Characters,616b341d832bf492a01ad05b,b2emo,B2EMO,https://www.starwars.com/series/andor,series,andor,Andor
Characters,616b31b0cf53d492a01ad05b,babu-frik,Babu Frik,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b34a412574492a01ad05b,babwa-venomor,Babwa Venomor,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/films/rogue-one,films,rogue-one,Rogue One: A Star Wars Story
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/series/obi-wan-kenobi,series,obi-wan-kenobi,Obi-Wan Kenobi
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b233152cf0492a01ad05b,bail-organa,Bail Organa,https://www.starwars.com/series/tales-of-the-jedi,series,tales-of-the-jedi,Tales of the Jedi
Characters,616b2cbd7de22492a01ad05b,bala-tik,Bala-Tik,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b2b9edd707492a01ad05b,barada,Barada,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b2fb3e255a492a01ad05b,bargwill-tomder,Bargwill Tomder,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b358d76619492a01ad05b,baron-boolan,Baron Boolan ,https://www.starwars.com/the-high-republic,,,Star Wars: The High Republic
Characters,616b2fb8c33ce492a01ad05b,baron-yasto-attsmun,Baron Yasto Attsmun,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b23394f7c7492a01ad05b,barriss-offee,Barriss Offee,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b23394f7c7492a01ad05b,barriss-offee,Barriss Offee,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b23394f7c7492a01ad05b,barriss-offee,Barriss Offee,https://www.starwars.com/series/tales-of-the-empire,series,tales-of-the-empire,Tales of the Empire
Characters,616b36792acc8492a01ad05b,batcher,Batcher,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b235ba7336492a01ad05b,battle-droid-513,Battle Droid 513,https://www.starwars.com/series/star-wars-the-clone-wars,series,star-wars-the-clone-wars,Star Wars: The Clone Wars
Characters,616b352150641492a01ad05b,baylan-skoll,Baylan Skoll,https://www.starwars.com/series/star-wars-ahsoka,series,star-wars-ahsoka,Ahsoka
Characters,616b37e890fe4492a01ad05b,bayrn,Bayrn,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b2e05139d8492a01ad05b,baze-malbus,Baze Malbus,https://www.starwars.com/films/rogue-one,films,rogue-one,Rogue One: A Star Wars Story
Characters,616b2e05139d8492a01ad05b,baze-malbus,Baze Malbus,,games-apps,rogue-one-boots-on-the-ground-star-wars-arcade,Rogue One: Boots on the Ground - Star Wars Arcade
Characters,61b18a632f29e0f4def51cd7,bazil,Bazil,https://www.starwars.com/series/the-acolyte,series,the-acolyte,The Acolyte
Characters,616b2d9a4f0bd492a01ad05b,bazine-netal,Bazine Netal,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b2b6ca415f492a01ad05b,bb-8,BB-8,https://www.starwars.com/films/star-wars-episode-vii-the-force-awakens,films,star-wars-episode-vii-the-force-awakens,Star Wars: The Force Awakens (Episode VII)
Characters,616b2b6ca415f492a01ad05b,bb-8,BB-8,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b2b6ca415f492a01ad05b,bb-8,BB-8,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b2b6ca415f492a01ad05b,bb-8,BB-8,,Appearances,star-wars-forces-of-destiny,Star Wars: Forces of Destiny
Characters,616b2b6ca415f492a01ad05b,bb-8,BB-8,,games-apps,x-wing-fighter-star-wars-arcade,X-wing Fighter - Star Wars Arcade
Characters,616b2b6ca415f492a01ad05b,bb-8,BB-8,,games-apps,pin-pin-hooray-,Pin Pin Hooray!
Characters,616b2b6ca415f492a01ad05b,bb-8,BB-8,,games-apps,star-wars-puzzle-droid,Star Wars: Puzzle Droid
Characters,616b2ef9eb500492a01ad05b,bb-9e,BB-9E,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,films,star-wars-episode-viii-the-last-jedi,Star Wars: The Last Jedi (Episode VIII)
Characters,616b314cd9909492a01ad05b,bd-1,BD-1,https://www.starwars.com/games-apps/star-wars-jedi-fallen-order,games-apps,star-wars-jedi-fallen-order,Star Wars Jedi: Fallen Order
Characters,616b31cc88de3492a01ad05b,beaumont-kin,Beaumont Kin,https://www.starwars.com/films/star-wars-episode-ix-the-rise-of-skywalker,films,star-wars-episode-ix-the-rise-of-skywalker,Star Wars: The Rise of Skywalker (Episode IX)
Characters,616b2e97f51dd492a01ad05b,beezer-fortuna,Beezer Fortuna,https://www.starwars.com/films/rogue-one,films,rogue-one,Rogue One: A Star Wars Story
Characters,616b32f93dea3492a01ad05b,beilert-valance,Beilert Valance,,,,
Characters,616b330246ee9492a01ad05b,bell-zettifar,Bell Zettifar,https://www.starwars.com/the-high-republic,,,Star Wars: The High Republic
Characters,616b235d2d9af492a01ad05b,ben-quadinaros,Ben Quadinaros,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
Characters,616b2e13d483b492a01ad05b,bendu,Bendu,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b34e562164492a01ad05b,benni-baro,Benni Baro,https://www.starwars.com/series/star-wars-the-bad-batch,series,star-wars-the-bad-batch,Star Wars: The Bad Batch
Characters,616b34812e34a492a01ad05b,benthic-two-tubes,Benthic Two Tubes,https://www.starwars.com/series/andor,series,andor,Andor
Characters,616b235ed4bce492a01ad05b,beru-lars,Beru Lars,https://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,films,star-wars-episode-ii-attack-of-the-clones,Star Wars: Attack of the Clones (Episode II)
Characters,616b235ed4bce492a01ad05b,beru-lars,Beru Lars,https://www.starwars.com/films/star-wars-episode-iv-a-new-hope,films,star-wars-episode-iv-a-new-hope,Star Wars: A New Hope (Episode IV)
Characters,616b235ed4bce492a01ad05b,beru-lars,Beru Lars,https://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,films,star-wars-episode-iii-revenge-of-the-sith,Star Wars: Revenge of the Sith (Episode III)
Characters,616b235ed4bce492a01ad05b,beru-lars,Beru Lars,https://www.starwars.com/series/obi-wan-kenobi,series,obi-wan-kenobi,Obi-Wan Kenobi
Characters,616b2c24ef1b4492a01ad05b,bg-81,BG-81,https://www.starwars.com/series/star-wars-rebels,series,star-wars-rebels,Star Wars Rebels
Characters,616b2372b8e6a492a01ad05b,bib-fortuna,Bib Fortuna,https://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,films,star-wars-episode-vi-return-of-the-jedi,Star Wars: Return of the Jedi (Episode VI)
Characters,616b2372b8e6a492a01ad05b,bib-fortuna,Bib Fortuna,https://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,films,star-wars-episode-i-the-phantom-menace,Star Wars: The Phantom Menace (Episode I)
