uuid_character,character_name,appearance,figure_collection_name,accessory_count,exclusive,joint_count,msrp,released,scale_inches,variations recorded,year_imprinted,currency,appearance_type,appearance_name,appearance_year,appearance_link,character_detail_link
e772c1afc9878ef18b15657a2f5aff24,Adi Gallia,The Phantom Menace,The Phantom Menace,2.0,No,7.0,6.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=984
9ee6527e8bb248394d15e3ada5220b0b,Adi Gallia,The Phantom Menace,Jedi Council Set #3,3.0,No,9.0,,2004.0,3.75,No,2004.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=2272
86b511887530437ea34f7ddfde18e366,Anakin Skywalker,The Phantom Menace,Jedi Council Set #3,2.0,No,10.0,,2004.0,3.75,No,1999.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=2270
39b0bf8757a9a01c1cad3e7a0a19a719,Anakin Skywalker,The Phantom Menace,Evolution To Darth Vader 4-Pack,2.0,No,14.0,,2013.0,3.75,No,2011.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=2154
1658eaa4755c3a6e614819ee9101730e,Anakin Skywalker,The Phantom Menace,The Phantom Menace,4.0,No,14.0,13.99,2022.0,3.75,No,,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=28191
87ab1143497616f2a875974ff86c37f8,Anakin Skywalker,The Phantom Menace,,1.0,Fan Channel,15.0,24.99,2024.0,6.0,No,2024.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=30656
fe51eeaf9e64609bb6798475e9cd50e2,Anakin Skywalker,The Phantom Menace,Mos Espa Arena,2.0,Walmart,10.0,,2012.0,3.75,No,1999.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1016
15734c84c391295e277ed9c5b2be2bb7,Anakin Skywalker,The Phantom Menace,The Rise Of Darth Vader,1.0,Target,10.0,,2012.0,3.75,No,1999.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1051
21ab08358b641d90e3042c45b7a48d7c,Anakin Skywalker,The Phantom Menace,Backpack Fires Missile!,2.0,No,6.0,,2012.0,3.75,No,2011.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1094
99916ec5145166dc7b1c869b3817b3be,Anakin Skywalker,The Phantom Menace,Mos Espa Encounter,0.0,No,6.0,19.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=976
1099a6515d401802ad9026fea095b8ab,Anakin Skywalker,The Phantom Menace,Tatooine,2.0,No,6.0,6.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=946
7c4a79d832040088628af22421a5b3fd,Anakin Skywalker,The Phantom Menace,With Pod Racer,0.0,No,6.0,22.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=947
7a47098a71dde7a368a859508e873ec4,Anakin Skywalker,The Phantom Menace,With Naboo Fighter Game,0.0,No,6.0,24.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=948
a692f3b718d4a8b74e183b525076cfee,Anakin Skywalker,The Phantom Menace,Naboo,2.0,No,6.0,6.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=949
42920331ad6acf431188d43e5447f0ba,Anakin Skywalker,The Phantom Menace,Naboo Pilot,2.0,No,6.0,6.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=950
d348864223b68268119a4f378227d4bd,Anakin Skywalker,The Phantom Menace,Tatooine Showdown,1.0,No,6.0,19.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=958
3087af8a87e14bc37bc857169b28c0a0,Anakin Skywalker,The Phantom Menace,Mechanic,1.0,No,10.0,5.99,2000.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=772
417239217abd860968aa64251a59caa7,Anakin Skywalker,The Phantom Menace,The Phantom Menace,4.0,No,14.0,8.99,2012.0,3.75,No,2011.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=908
bd1f1b05051525caf9f21289260ae506,Aurra Sing,The Phantom Menace,Bounty Hunter,2.0,No,5.0,5.99,2001.0,3.75,No,2000.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=759
20a08c09d2a4e31d0e7bb1ce0d66b62c,Aurra Sing,The Phantom Menace,The Phantom Menace,8.0,Walmart,12.0,,2012.0,3.75,No,2011.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=954
ccba3ce057f3a0d3c601d0dec1f7770a,Aurra Sing,The Phantom Menace,The Phantom Menace,9.0,Online Stores,12.0,8.99,2012.0,3.75,No,2011.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1322
dc529ff8575b6f24adf7442241e29e61,Aurra Sing,The Phantom Menace,Ultimate Bounty 4-Pack,3.0,Toys'R'Us,5.0,,2003.0,3.75,No,2000.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=3627
65d41a2c6c5a52a025135a6351e59d43,Battle Droid,The Phantom Menace,Naboo Final Combat 4-Pack,3.0,Toys'R'Us,9.0,,2004.0,3.75,No,2000.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=4708
ddf1e3875e300547d921a702611f65e2,Battle Droid,The Phantom Menace,,4.0,Best Buy,21.0,24.99,2021.0,6.0,No,,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=26011
d8ad82724cf4702555a42219f315a6b2,Battle Droid,The Phantom Menace,The Phantom Menace,3.0,No,12.0,13.99,2021.0,3.75,No,2011.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=25964
8eb5e2312b19b1454874f29b312fd488,Battle Droid,The Phantom Menace,The Phantom Menace,4.0,No,21.0,19.99,2019.0,6.0,No,,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=20333
d3a9ec199df5f5d76bc28743039f333f,Battle Droid,The Phantom Menace,Battle Droid 2-Pack (1 of 4),3.0,No,5.0,5.99,2007.0,3.75,No,2002.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=22549
b4141ab91082c42d2e4bd9554b2eccb8,Battle Droid,The Phantom Menace,Battle Droid 2-Pack (1 of 4),3.0,No,5.0,5.99,2007.0,3.75,No,2002.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=22550
52455c5434187bc50287b2fe9d73bfe5,Battle Droid,The Phantom Menace,Battle Droid 2-Pack (3 of 4),3.0,No,5.0,6.99,2007.0,3.75,No,2002.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=22557
35ae79efe06de2a1d05c729a0087beb6,Battle Droid,The Phantom Menace,Battle Droid 2-Pack (3 of 4),3.0,No,5.0,6.99,2007.0,3.75,No,2002.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=22558
e2f55f357d708f58dba11b3a998329b5,Battle Droid,The Phantom Menace,With Multi Troop Transport,1.0,No,2.0,,2012.0,3.75,No,2011.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1367
a322bad3c9e28506e00e11a8bf96dc46,Battle Droid,The Phantom Menace,With Multi Troop Transport,1.0,No,5.0,,2012.0,3.75,No,2011.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1368
bc33235953823c3255148975b79e6c8c,Battle Droid,The Phantom Menace,With STAP,1.0,No,9.0,,2012.0,3.75,No,1998.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1370
bfe5ee38b599ca57b3b1da6cb8203b87,Battle Droid,The Phantom Menace,The Phantom Menace,3.0,No,5.0,,2012.0,3.75,No,2011.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1047
a7b52ee9e7fc156a8530101dd143b90d,Battle Droid,The Phantom Menace,Dirty,2.0,No,10.0,6.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1000
af1ab59205678fb310ce6d8222ff8319,Battle Droid,The Phantom Menace,With STAP,1.0,No,10.0,11.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1001
aab577d8ea147bca1a3900ce0f46889a,Battle Droid,The Phantom Menace,Clean,2.0,No,10.0,6.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1002
41b45b4656c66a9dd3d7822f4894fcec,Battle Droid,The Phantom Menace,Sliced,2.0,No,10.0,6.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1003
66bd3522e5968e8ca13431d10f1dcd30,Battle Droid,The Phantom Menace,Shot,2.0,No,10.0,6.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1004
d50f8253202c4bce1a660b616c56d17e,Battle Droid,The Phantom Menace,Theed Hangar Playset,2.0,No,1.0,32.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1005
59480146df2d1bb60e5f1bee97581a86,Battle Droid,The Phantom Menace,Theed Generator Complex Playset,1.0,No,6.0,19.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1006
cd6caeed5cf98db113205f5af05d485c,Battle Droid,The Phantom Menace,International 2-pack Bonus Droid,1.0,No,6.0,9.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1007
4a76a3b5bd79ef5ee8ff1643f5486831,Battle Droid,The Phantom Menace,Invasion Force With Armored Scout Tank,0.0,No,6.0,9.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1008
83e25afc4e05ae281d3c28ac1f496043,Battle Droid,The Phantom Menace,With STAP (Episode 1 Preview),0.0,No,10.0,14.99,1998.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1009
0b290ec75e2a4e7cf2f77a573bcbfb42,Battle Droid,The Phantom Menace,Security,1.0,No,10.0,5.99,2000.0,3.75,No,2000.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=781
51dc60d5e9ba7931aaa36251216d7db8,Battle Droid,The Phantom Menace,Boomer Damage,4.0,No,9.0,5.99,2000.0,3.75,No,2000.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=805
a0d3c99e9e1fe86fbfdcbe019ea4aa07,Battle Droid,The Phantom Menace,The Phantom Menace 4-Pack,2.0,No,13.0,,2011.0,3.75,No,2008.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=852
a70a3b8f82050c0477d1ae1813e9c39f,Battle Droid,The Phantom Menace,The Phantom Menace,3.0,No,12.0,8.99,2011.0,3.75,No,2011.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=919
2f366a68e065d74a0d36376d2e5a0a11,Battle Droid,The Phantom Menace,The Phantom Menace,1.0,Target,5.0,59.99,2024.0,3.75,No,,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=30668
26d8c6a61106b893b5ec8097d9b1a299,Battle Droid,The Phantom Menace,With STAP Vehicle,0.0,Hasbro Pulse Con,21.0,49.99,2024.0,6.0,No,,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=30887
3926db71d728d92c361394d6aa73e1cd,Ben Quadinaros,The Phantom Menace,With Otoga 222,1.0,No,12.0,8.99,2012.0,3.75,No,2011.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=914
19d2a639eae86feea0e737df5027ff2a,Boss Nass,The Phantom Menace,Gungan Sacred Place,0.0,No,3.0,5.99,2000.0,3.75,No,2000.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=729
3987b1186a67fee41b8504cacf71f2e8,Boss Nass,The Phantom Menace,The Phantom Menace,2.0,No,6.0,6.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=952
30bb2e16c5b1e8beb3402b8e6266cb6d,C-3PO,The Phantom Menace,The Phantom Menace,0.0,No,6.0,6.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=923
a58a03ddeb27ad6a5408deb312652cd8,C-3PO,The Phantom Menace,Mos Espa Arena,1.0,Walmart,6.0,,2012.0,3.75,No,1998.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1015
f63af13a126b9ad0f3228c36db9c98ea,Captain Panaka,The Phantom Menace,The Phantom Menace,2.0,No,8.0,6.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=973
7ea596d27d89cc11ab3ba97427f15e2c,Captain Tarpals,The Phantom Menace,Battle Of Naboo,2.0,No,6.0,6.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=105
bb8ab618f03ffae6d4efa8b04597e110,Captain Tarpals,The Phantom Menace,Naboo Final Combat 4-Pack,2.0,Toys'R'Us,8.0,,2004.0,3.75,No,2004.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=4709
ee71a65312515bd4d69780b9c883b490,Clean-Up Droid,The Phantom Menace,With Teemto Pagalies,1.0,No,4.0,,2002.0,3.75,No,2002.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1486
bc8caef1cb6329645b9f28ad90f0cb20,Clegg Holdfast,The Phantom Menace,Podracer Pilots,3.0,Toys'R'Us,12.0,,2012.0,3.75,No,2009.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1023
04c43193a93483b18ac73908e925a53d,Clegg Holdfast,The Phantom Menace,The Phantom Menace,2.0,No,12.0,,2009.0,3.75,No,2009.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=278
ec7d8d988a80c23435c9bdca03d0b8fc,Darth Maul,The Phantom Menace,Final Duel,1.0,No,5.0,5.99,2000.0,3.75,No,2000.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=727
660af62f8a0687f1b855ebac2f6237d6,Darth Maul,The Phantom Menace,Light-up,1.0,Walmart,0.0,,2000.0,3.75,No,1999.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=694
0fafe46287d5332bf01968b2cdeb1c76,Darth Maul,The Phantom Menace,Holographic,3.0,No,8.0,6.99,2006.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=703
df096757f68f1cf1c16938a5f13196cc,Darth Maul,The Phantom Menace,Jedi Duel,1.0,No,10.0,6.99,1999.0,3.75,No,1998.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=142
ded5a00a8e02d7c5f7cc89e245740d63,Darth Maul,The Phantom Menace,The Phantom Menace,6.0,No,14.0,8.99,2012.0,3.75,No,2011.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=918
2fe991ea6dacff23f6f5d4a3e7148227,Darth Maul,The Phantom Menace,The Phantom Menace 4-Pack,1.0,No,14.0,,2011.0,3.75,No,2005.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=853
49e6a5a61af1db22064b6a909708acd6,Darth Maul,The Phantom Menace,Invasion Force With Sith Speeder,3.0,No,10.0,9.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=988
805c1aec8fd637fc8fd20362c3075839,Darth Maul,The Phantom Menace,Final Lightsaber Duel 2-pack,1.0,No,6.0,14.99,2000.0,3.75,No,2000.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=990
3f4d61ccc0775a388cd751e2ed57c808,Darth Maul,The Phantom Menace,Sith Lord,1.0,No,6.0,6.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=932
572c14473e2987ac310ab32772c40907,Darth Maul,The Phantom Menace,With Sith Infiltrator Trophy,2.0,No,8.0,,2000.0,3.75,No,2000.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=955
8b5132a81096d416865346c127e16667,Darth Maul,The Phantom Menace,Tatooine,1.0,No,8.0,6.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=956
4affca02d6cd6fbad376be33aa173630,Darth Maul,The Phantom Menace,Tatooine Showdown,1.0,No,7.0,19.99,1999.0,3.75,No,1999.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=957
2b29ca571dc086c9a72823393d45cd19,Darth Maul,The Phantom Menace,Slashing Lightsaber Action!,1.0,No,7.0,,2012.0,3.75,No,2011.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1097
8a493536ab89fb7c04c155cd4fb7a96e,Darth Maul,The Phantom Menace,Sith Speeder Game,1.0,FAO Schwartz,10.0,24.99,2000.0,3.75,No,2000.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=993
5308334a3812716e89f56e90263a6441,Darth Maul,The Phantom Menace,The Phantom Menace,2.0,Walmart,14.0,,2012.0,3.75,No,2005.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=998
344b57eab7d1ede12c44f2844897a999,Darth Maul,The Phantom Menace,The Sith,4.0,No,14.0,,2005.0,3.75,No,2005.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1666
87f6ad3347a5ce125847ab2b527fc205,Darth Maul,The Phantom Menace,With Sith Speeder,4.0,No,10.0,,2012.0,3.75,No,1999.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1372
f7281abf159d442e467c94b2c00fdf3e,Darth Maul,The Phantom Menace,Emergence Of The Sith,2.0,Target,10.0,,2012.0,3.75,No,1999.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1373
a363bcb1a3f445a5f67d3849803d99af,Darth Maul,The Phantom Menace,Spinning Lightsaber Action!,1.0,No,13.0,,2012.0,3.75,No,2001.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1360
363c5fdec8beee2eff2019062a56f4b2,Darth Maul,The Phantom Menace,Duel On Naboo,1.0,No,5.0,,2012.0,3.75,No,2011.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=1158
9bf59ad98fc3b22b7ccb9e630a7e32fd,Darth Maul,The Phantom Menace,With Collectible Cup,1.0,No,8.0,,2004.0,3.75,No,1999.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=4668
058b4595dece2a4ea0e78c712fe370c5,Darth Maul,The Phantom Menace,Theed Hangar Duel,1.0,No,7.0,,2003.0,3.75,No,2000.0,,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=4725
eaeaa74c0be34d982ecb1ada7e6135b0,Darth Maul,The Phantom Menace,Target 8-Pack,1.0,Target,5.0,39.99,2016.0,3.75,No,2013.0,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=4883
b62534929bf3377d914d0799700c46e2,Darth Maul,The Phantom Menace,D23 8-Pack 2015,2.0,D23,14.0,199.99,2015.0,6.5,No,,USD,MOVIES,The Phantom Menace,(1999),https://galacticfigures.com/star-wars-figures.aspx?type=appearance&typeName=tpm,https://galacticfigures.com/figureDetails.aspx?id=4903
